식품명,에너지(㎉),탄수화물(g),단백질(g),지방(g)
피치유자에이드 (456mL당),365,0,0,0
카푸치노 (355mL당),163,0,9,0
카페라떼 (355mL당),180,0,10,0
아이스카페라떼 (456mL당),177,0,10,0
바닐라라떼 (355mL당),201,0,8,0
아이스바닐라라떼 (456mL당),226,0,8,0
카라멜라떼 (355mL당),263,0,10,0
아이스카라멜라떼 (456mL당),262,0,8,0
카페모카 (355mL당),281,0,10,0
아이스카페모카 (456mL당),268,0,9,0
녹차라떼 (355mL당),313,0,10,0
아이스녹차라떼 (456mL당),336,0,9,0
핫초코 (355mL당),343,0,14,0
아이스초코 (456mL당),325,0,11,0
벚꽃레몬에이드 (456mL당),19,0,0,0
패션후르츠 레몬에이드 (456mL당),210,0,0,0
마일드 민트 레몬에이드 (456mL당),187,0,0,0
체다치즈 딥 (30g당),65,0,2,0
크림치즈 딥 (28g당),100,0,2,0
핫살사 치즈 딥 (30g당),53,0,2,0
핫 토마토 딥 (30g당),23,0,1,0
아메리카노 (100mL당),2,0,0,0
카페라떼 (100mL당),17,1,1,0
카푸치노 (100mL당),22,2,1,0
카라멜마끼아또 (100mL당),40,6,2,0
바닐라 라떼 (100mL당),40,5,1,1
카페모카 (100mL당),38,6,0,1
헤이즐넛 아메리카노 (100mL당),1,0,0,0
헤이즐넛 라떼 (100mL당),21,1,1,1
더치 아메리카노 (100mL당),2,0,0,0
더치 라떼 (100mL당),20,2,1,0
초코라떼 (100mL당),65,10,1,1
녹차라떼 (100mL당),57,9,1,1
오곡라떼 (100mL당),65,9,1,2
민트크림초코 (100mL당),66,10,1,2
고구마라떼 (100mL당),73,13,1,1
홍차라떼 (100mL당),61,9,1,1
폭탄초코 (100mL당),77,10,1,3
딸기라떼 (100mL당),64,9,1,2
플레인요거트 (100mL당),62,13,2,0
딸기요거트 (100mL당),75,15,1,0
녹차프라페 (100mL당),71,12,1,1
폭탄프라페 (100mL당),110,14,1,5
쿠키프라페 (100mL당),104,14,1,4
민트프라페 (100mL당),90,11,0,4
딸기스무디 (100mL당),64,12,0,1
망고스무디 (100mL당),58,12,0,0
망고요거트 (100mL당),71,14,1,0
모카프라페 (100mL당),97,12,1,4
레몬에이드 (100mL당),40,9,0,0
블루레몬에이드 (100mL당),45,11,0,0
자몽에이드 (100mL당),37,8,0,0
유자레이드 (100mL당),51,12,0,0
체리콕 (100mL당),56,13,0,0
라임에이드 (100mL당),42,10,0,0
폭탄에이드 (100mL당),43,10,0,0
청포도에이드 (100mL당),52,12,0,0
깔라만시에이드 (100mL당),48,12,0,0
아이스티 (100mL당),50,12,0,0
레몬티 (100mL당),46,11,0,0
유자티 (100mL당),56,13,0,0
꿀자몽티 (100mL당),58,14,0,0
딸기바나나 (100mL당),59,11,1,1
망고바나나 (100mL당),67,13,1,0
초코바나나 (100mL당),62,11,1,1
망고주스 (100mL당),29,6,0,0
연유 카페라떼 HOT (370mL당),330,0,9,0
연유 카페라떼 ICED (400mL당),280,0,6,0
연유 콜드브루 (370mL당),282,0,6,0
흑당 라떼 (370mL당),243,0,5,0
(EX)흑당 라떼 (630mL당),388,0,8,0
흑당 콜드브루 (370mL당),248,0,5,0
(EX)흑당 콜드브루 (630mL당),397,0,9,0
버블 흑당 라떼 (370mL당),266,0,4,0
(EX)버블 흑당 라떼 (630mL당),430,0,8,0
버블 흑당 콜드브루 (370mL당),271,0,5,0
(EX)버블 흑당 콜드브루 (630mL당),439,0,9,0
이디야 콤부차 복숭아망고 (370mL당),128,0,0,0
이디야 콤부차 청포도레몬 (370mL당),120,0,0,0
이디야 사과주스 (370mL당),115,0,0,0
버블 크림 밀크티 (370mL당),315,0,6,0
버블 베리 밀크티 (370mL당),299,0,6,0
버블 밀크티 쉐이크 (400mL당),649,0,30,0
버블 베리 쉐이크 (400mL당),633,0,30,0
라이언 망고후르츠 (370mL당),290,0,0,0
어피치 애플허니 (370mL당),255,0,0,0
콜드브루 아메리카노 (370mL당),6,0,0,0
아포가토 오리지널 (370mL당),166,0,4,0
아포가토 콜드브루 바닐라 모카 (370mL당),228,0,4,0
(EX) 선셋 펀치 (630mL당),168,0,0,0
선셋 펀치 (370mL당),112,0,0,0
선라이즈 펀치 (370mL당),140,0,0,0
(EX) 선라이즈 펀치 (630mL당),209,0,0,0
오션 펀치 (370mL당),122,0,0,0
(EX) 오션 펀치 (630mL당),183,0,0,0
(EX) ICED 석류애플라임 (630mL당),312,0,0,0
자몽네이블오렌지 (370mL당),136,0,0,0
유자피나콜라다 (370mL당),104,0,0,0
석류애플라임 (370mL당),136,0,0,0
(EX)ICED 자몽네이블 오렌지 (630mL당),322,0,1,0
(EX)ICED 유자피나콜라다 (630mL당),290,0,1,0
꿀복숭아 플랫치노 (400mL당),225,0,0,0
콜드브루 라떼 (370mL당),128,0,6,0
콜드브루 화이트 비엔나 (370mL당),289,0,7,0
니트로커피 (370mL당),12,0,1,0
ICED 브라우니 쇼콜라 (400mL당),503,0,9,0
HOT 브라우니 쇼콜라 (370mL당),503,0,9,0
제주청귤 오리지널 (370mL당),218,0,0,0
제주청귤 블라썸 (370mL당),202,0,1,0
석류 오리지널 (370mL당),176,0,0,0
석류 애플라임 (370mL당),186,0,0,0
HOT 레몬 스윗플럼 (370mL당),229,0,1,0
자몽 네이블 오렌지 (370mL당),196,0,0,0
HOT 유자 피나콜라다 (370mL당),197,0,0,0
HOT 에스프레소 (370mL당),8,0,1,0
HOT 에스프레소 마끼아또 (370mL당),14,0,1,0
HOT 에스프레소 콘파냐 (370mL당),47,0,1,0
ICED 카페 아메리카노 (400mL당),8,0,1,0
HOT 카페 아메리카노 (370mL당),8,0,1,0
(EX)ICED 카페 아메리카노 (630mL당),16,0,1,0
(EX)HOT 카페 아메리카노 (630mL당),16,0,1,0
ICED 카페 라떼 (400mL당),108,0,5,0
(EX)ICED 카페 라떼 (630mL당),184,0,9,0
HOT 카페 라떼 (370mL당),164,0,8,0
(EX)HOT 카페 라떼 (630mL당),321,0,16,0
ICED 카푸치노 (400mL당),124,0,6,0
HOT 카푸치노 (370mL당),136,0,7,0
ICED 카페 모카 (400mL당),294,0,6,0
HOT 카페 모카 (370mL당),322,0,8,0
(EX)ICED 카페 모카 (630mL당),417,0,10,0
(EX)HOT 카페 모카 (630mL당),542,0,16,0
ICED 카라멜 마끼아또 (400mL당),167,0,5,0
HOT 카라멜 마끼아또 (370mL당),217,0,8,0
(EX)ICED 카라멜 마끼아또 (630mL당),275,0,8,0
(EX)HOT 카라멜 마끼아또 (630mL당),412,0,15,0
ICED 바닐라 라떼 (400mL당),168,0,6,0
HOT 바닐라 라떼 (370mL당),218,0,8,0
(EX)ICED 바닐라 라떼 (630mL당),298,0,10,0
(EX)HOT 바닐라 라떼 (630mL당),435,0,17,0
ICED 화이트 초콜릿 모카 (400mL당),310,0,5,0
HOT 화이트 초콜릿 모카 (370mL당),346,0,8,0
ICED 민트모카 (400mL당),335,0,6,0
HOT 민트 모카 (370mL당),360,0,8,0
ICED 초콜릿 (400mL당),321,0,6,0
HOT 초콜릿 (370mL당),346,0,8,0
(EX)ICED 초콜릿 (630mL당),459,0,11,0
(EX)HOT 초콜릿 (630mL당),564,0,17,0
ICED 화이트 초콜릿 (400mL당),321,0,5,0
HOT 화이트 초콜릿 (370mL당),345,0,7,0
ICED 녹차 라떼 (400mL당),188,0,6,0
HOT 녹차 라떼 (370mL당),238,0,8,0
(EX)IXED 녹차 라떼 (630mL당),341,0,10,0
(EX)HOT 녹차 라떼 (630mL당),466,0,16,0
ICED 민트 초콜릿 (400mL당),346,0,7,0
HOT 민트 초콜릿 (370mL당),371,0,9,0
ICED 이곡 라떼 (400mL당),235,0,9,0
HOT 이곡 라떼 (370mL당),279,0,11,0
ICED 토피 넛 라떼 (400mL당),254,0,6,0
HOT 토피 넛 라떼 (370mL당),308,0,8,0
(EX)IXCED 토피 넛 라떼 (630mL당),398,0,10,0
(EX)HOT 토피 넛 라떼 (630mL당),523,0,16,0
ICED 고구마 라떼 (400mL당),425,0,7,0
HOT 고구마 라떼 (370mL당),325,0,7,0
홍시주스 (400mL당),238,0,1,0
골드키위주스 (400mL당),241,0,1,0
딸기주스 (400mL당),260,0,2,0
아이스티 복숭아 (400mL당),185,0,0,0
(EX)아이스티 복숭아 (630mL당),370,0,0,0
아이스티 레몬 (400mL당),178,0,0,0
(EX)아이스티 레몬 (630mL당),356,0,0,0
ICED 어린잎 녹차(작설차) (400mL당),0,0,0,0
HOT 어린잎 녹차(작설차) (370mL당),0,0,0,0
ICED 얼그레이 홍차(블랙티) (400mL당),0,0,0,0
HOT 얼그레이 홍차(블랙티) (370mL당),0,0,0,0
ICED 로즈 자스민 티 (400mL당),0,0,0,0
HOT 로즈자스민티 (370mL당),0,0,0,0
ICED 캐모마일레드티 (400mL당),0,0,0,0
HOT 캐모마일레드티 (370mL당),0,0,0,0
ICED 페퍼민트티 (400mL당),0,0,0,0
HOT 페퍼민트티 (370mL당),0,0,0,0
ICED 밀크티 (400mL당),138,0,5,0
HOT 밀크티 (370mL당),173,0,7,0
유자차 (370mL당),187,0,0,0
레몬차 (370mL당),218,0,0,0
자몽차 (370mL당),186,0,0,0
커피 플랫치노 (400mL당),181,0,2,0
망고 플랫치노 (400mL당),256,0,0,0
모카 플랫치노 (400mL당),220,0,2,0
카라멜 플랫치노 (400mL당),358,0,2,0
자몽 플랫치노 (400mL당),150,0,1,0
그린 애플 플랫치노 (400mL당),223,0,0,0
녹차 플랫치노 (400mL당),287,0,4,0
초코렛 칩 플랫치노 (400mL당),410,0,7,0
민트 초코렛 칩 플랫치노 (400mL당),497,0,6,0
플레인 요거트 플랫치노 (400mL당),227,0,7,0
블루베리 요거트 플랫치노 (400mL당),298,0,7,0
딸기 요거트 플랫치노 (400mL당),322,0,7,0
오리진 쉐이크 (400mL당),535,0,8,0
초코 쿠키쉐이크 (400mL당),613,0,9,0
딸기 쉐이크 (400mL당),650,0,9,0
(EX) 레몬에이드 (630mL당),188,0,0,0
레몬에이드 (400mL당),117,0,0,0
자몽에이드 (400mL당),124,0,1,0
(EX) 자몽에이드 (630mL당),199,0,1,0
청포도에이드 (400mL당),131,0,0,0
(EX) 청포도에이드 (630mL당),197,0,0,0
라임에이드 (400mL당),134,0,0,0
(EX) 라임에이드 (630mL당),201,0,0,0
흑당 밀크티 빙수 (554g당),812,0,11,0
딸기 치즈 빙수 (554g당),890,0,13,0
아포가토 스트로베리 쿠키 (190g당),407,0,6,0
눈꽃 팥빙수 (545g당),956,0,21,0
눈꽃 애플망고빙수 (632g당),632,0,9,0
눈꽃 초코빙수 (403g당),655,0,6,0
라이언 미니케이크 (50g당),185,0,3,0
어피치 미니케이크 (60g당),170,0,3,0
튜브 미니케이크 (55g당),155,0,3,0
크루아상 (60g당),260,0,4,0
갈릭 치즈 브레드 (250g당),682,0,18,0
떠먹는 티라미수 (150g당),395,0,4,0
떠먹는 롤케이크(플레인) (55g당),185,0,3,0
떠먹는 롤케익(초코) (55g당),180,0,4,0
이디야키즈 유기농 곡물바 딸기 (25g당),135,0,2,0
미니 코코 크런치 (100g당),490,0,7,0
크리미초코 감자쿠키 (72g당),360,0,5,0
크리미치즈 그레인쿠키 (100g당),557,0,9,0
데블스 초코 케이크 (80g당),315,0,4,0
초코 티라미수 (80g당),245,0,4,0
수플레 치즈 케이크 (80g당),272,0,6,0
브라우니 쿠키 (37g당),178,0,2,0
소고기 브리또 (160g당),397,0,19,0
핫치킨 브리또 (160g당),395,0,21,0
생크림 티라미수빵 (68g당),234,0,4,0
생크림 초코쿠키빵 (58g당),220,0,4,0
생크림 팥빵 (75g당),256,0,4,0
허니 카라멜 브레드 (229g당),729,0,14,0
메이플 넛 브레드 (245g당),824,0,18,0
생크림 와플 (91g당),397,0,4,0
플레인 와플 (73g당),327,0,3,0
크림치즈 와플 (101g당),424,0,5,0
메이플 와플 (83g당),353,0,3,0
크로크 무슈 (170g당),461,0,21,0
잉글리쉬 머핀 (140g당),294,0,14,0
오리지널 핫 번 (60g당),240,0,4,0
핫 치즈 번 (60g당),235,0,4,0
소시지롤 (160g당),416,0,21,0
치즈롤 (130g당),370,0,18,0
프레즐 (99g당),250,0,7,0
플레인 베이글 (100g당),295,0,11,0
어니언 베이글 (100g당),280,0,7,0
블루베리 베이글 (100g당),283,0,7,0
이디야 티라미수 (150g당),195,0,3,0
블루베리 치즈 스틱케익 (45g당),140,0,2,0
플레인 치즈 스틱케익 (45g당),140,0,3,0
스노우 쿠키슈 (50g당),160,0,3,0
크림치즈 머핀 (110g당),432,0,7,0
초코칩 머핀 (110g당),420,0,7,0
블루베리 머핀 (110g당),433,0,6,0
초코렛 청크 쿠키 (38g당),185,0,2,0
마카다미아 쿠키 (38g당),190,0,2,0
콤비네이션 피자 (101g당),266,0,10,0
화이트갈릭 피자 (118g당),285,0,14,0
불고기 피자 (160g당),264,0,10,0
포테이토 피자 (193g당),246,0,10,0
페퍼로니 피자 (160g당),294,0,16,0
치즈 피자 (160g당),290,0,9,0
치킨 피자 (187g당),259,0,14,0
하와이언 피자 (182g당),262,0,11,0
야채 피자 (140g당),240,0,10,0
목우촌미트 피자 (102g당),276,0,13,0
고구마디럭스 피자 (204g당),236,0,12,0
레드핫치킨 피자 (104g당),246,0,14,0
핫바비큐 피자 (187g당),276,0,10,0
시카고 피자 (159g당),283,0,16,0
스파이시 치킨피자 (101g당),259,0,11,0
쉬림프디럭스 피자 (118g당),265,0,16,0
미트스파게티 (388g당),160,0,6,0
그릴윙봉 (123g당),235,0,24,0
치즈브래드 스틱 (149g당),354,0,14,0
고구마브래드 스틱 (142g당),315,0,8,0
치즈피자L (105g당),338,0,13,0
치즈피자XL (140g당),450,0,18,0
야채피자L (126g당),343,0,21,0
야채피자 XL (167g당),454,0,28,0
콤비네이션피자 L (143g당),387,0,19,0
콤비네이션피자 XL (190g당),516,0,25,0
불고기피자 L (150g당),391,0,18,0
불고기피자 XL (200g당),522,0,24,0
고구마피자L (155g당),410,0,18,0
고구마피자 XL (207g당),549,0,24,0
핫치킨피자 L (150g당),389,0,22,0
핫치킨피자 XL (200g당),518,0,30,0
페파로니피자 L (134g당),365,0,15,0
페파로니피자 XL (179g당),489,0,19,0
하와이안피자 L (145g당),352,0,14,0
하와이안피자 XL (193g당),365,0,19,0
포테이토피자 L (154g당),489,0,22,0
포테이토피자 XL (205g당),352,0,30,0
프리미엄불고기피자 L (123g당),469,0,16,0
프리미엄불고기피자 XL (164g당),408,0,22,0
베이컨피자 L (129g당),543,0,11,0
베이컨피자 XL (172g당),319,0,15,0
스테이크피자 L (113g당),426,0,17,0
스테이크피자 XL (151g당),368,0,23,0
킹크래미피자 L (110g당),490,0,13,0
킹크래미피자 XL (147g당),297,0,17,0
떡갈비피자 L (132g당),397,0,18,0
떡갈비피자 XL (175g당),300,0,22,0
치즈크러스트피자 L (176g당),401,0,24,0
치즈크러스트피자 XL (225g당),371,0,31,0
리치골드피자 L (139g당),491,0,16,0
리치골드피자 XL (185g당),475,0,22,0
치즈바이트피자 L (196g당),533,0,23,0
치즈바이트피자 XL (262g당),713,0,31,0
체다바베큐필레 L (168g당),472,0,30,0
체다바베큐필레 XL (224g당),629,0,39,0
체다콤비네이션피자 L (183g당),498,0,24,0
체다콤비네이션피자 XL (243g당),661,0,32,0
골드바베큐필레 L (203g당),564,0,28,0
골드바베큐필레 XL (260g당),722,0,36,0
골드스테이크피자 L (188g당),511,0,25,0
골드스테이크피자 XL (240g당),653,0,32,0
골드새우피자 L (217g당),566,0,27,0
골드새우피자 XL (280g당),730,0,35,0
콜드프리미엄불고기 L (198g당),465,0,29,0
콜드프리미엄불고기 XL (254g당),635,0,37,0
골드핫치킨피자 L (225g당),609,0,32,0
골드핫치킨피자 XL (290g당),786,0,41,0
골드베이컨피자 X (204g당),554,0,24,0
골드베이컨피자 XL (262g당),726,0,31,0
골드포테이토피자 X (228g당),595,0,24,0
골드포테이토피자 XL (294g당),767,0,31,0
골드고구마피자 X (230g당),612,0,24,0
골드고구마피자 XL (296g당),787,0,31,0
골드베스트피자 X (202g당),510,0,20,0
골드베스트피자 XL (270g당),682,0,26,0
오븐구이치킨 (200g당),224,0,44,0
치즈오븐스파게티 (212g당),255,0,20,0
치킨윙 (200g당),386,0,48,0
치킨봉 (200g당),435,0,47,0
풀드포크치즈밤피자 R (108g당),207,0,5,0
풀드포크치즈밤피자 L (162g당),311,0,8,0
쏘핫불고기 크림치즈피자 R (100g당),190,0,5,0
쏘핫불고기 크림치즈피자 L (150g당),285,0,8,0
치즈후라이 크림치즈피자 R (100g당),213,0,5,0
치즈후라이 크림치즈피자 L (151g당),319,0,8,0
통마늘불고기 소보로피자 R (100g당),231,0,6,0
통마늘불고기 소보로피자 L (150g당),347,0,10,0
수제고구마 소보로피자 R (119g당),271,0,6,0
수제고구마 소보로피자 L (178g당),406,0,9,0
수제고구마 골드피자 R (116g당),229,0,5,0
수제고구마 골드피자 L (175g당),343,0,8,0
스파이시도이치 골드피자 R (121g당),236,0,6,0
스파이시도이치 골드피자 L (181g당),354,0,9,0
핫치킨&쉬림프 골드피자 R (109g당),222,0,8,0
핫치킨&쉬림프 골드피자 L (164g당),333,0,13,0
더블바베큐 골드피자 R (109g당),198,0,8,0
더블바베큐 골드피자 L (163g당),297,0,12,0
포테이토바이트피자 R (102g당),192,0,5,0
포테이토바이트피자 L (153g당),288,0,8,0
콤비네이션바이트피자 R (91g당),178,0,5,0
콤비네이션바이트피자 L (136g당),267,0,8,0
베이컨쉬림프 치즈링피자 R (92g당),188,0,7,0
베이컨쉬림프 치즈링피자 L (138g당),282,0,10,0
불고기 치즈링피자 R (90g당),170,0,5,0
불고기 치즈링피자 L (135g당),255,0,8,0
페파로니 치즈링피자 R (81g당),171,0,5,0
페파로니 치즈링피자 L (122g당),258,0,8,0
핫치킨 치즈링피자 R (95g당),188,0,8,0
핫치킨 치즈링피자 L (142g당),282,0,12,0
불고기 스위트골드피자 R (100g당),192,0,6,0
불고기 스위트골드피자 L (150g당),288,0,10,0
치킨바베큐 스위트골드피자 R (104g당),196,0,8,0
치킨바베큐 스위트골드피자 L (156g당),294,0,11,0
콤비네이션 피자 R (77g당),133,0,3,0
콤비네이션 피자 L (116g당),228,0,6,0
베이컨체다치즈 피자 R (85g당),149,0,5,0
베이컨체다치즈 피자 L (127g당),253,0,9,0
하와이언 피자 R (83g당),124,0,2,0
하와이언 피자 L (125g당),214,0,5,0
콤비네이션 피자 몬스터 (209g당),411,0,11,0
고구마스파게티 (100g당),191,0,5,0
오지치즈후라이 (100g당),183,0,3,0
치즈오븐스파게티 (100g당),217,0,6,0
치킨스파게티 (100g당),198,0,8,0
핫칠리스파게티 (100g당),200,0,5,0
크리스피감자 (100g당),171,0,2,0
체다웨지 (100g당),410,0,18,0
훈제치킨 (100g당),180,0,17,0
핫윙 (100g당),204,0,22,0
치킨텐더 (100g당),288,0,17,0
수제피클 (30g당),31,0,0,0
퐁듀치즈 (30g당),96,0,5,0
핫소스 (4g당),1,0,0,0
까르보나라스파게티 (100g당),282,0,10,0
새우링 (26g당),49,0,5,0
미니디저트피자 (48g당),95,0,1,0
그릴소세지 (30g당),65,0,4,0
더블에스프레소 (60mL당),22,0,1,0
앗!메리카노(HOT) (420mL당),14,0,0,0
앗!메리카노(ICED) (625mL당),13,0,0,0
원조커피(HOT) (375mL당),410,0,3,0
원조커피(ICED) (625mL당),393,0,2,0
달달연유라떼(HOT) (225mL당),240,0,8,0
달달연유라떼(ICED) (400mL당),285,0,9,0
빽’s 라떼(HOT) (300mL당),253,0,8,0
빽’s 라떼(ICED) (625mL당),198,0,10,0
블랙펄카페라떼 (425mL당),349,0,5,0
바닐라라떼(HOT) (325mL당),351,0,9,0
바닐라라떼(ICED) (600mL당),433,0,9,0
카페모카(HOT) (350mL당),319,0,13,0
카페모카(ICED) (625mL당),365,0,13,0
카라멜마키아또(HOT) (350mL당),354,0,8,0
카라멜마키아또(ICED) (625mL당),382,0,9,0
크리미모카라떼(HOT) (325mL당),440,0,8,0
크리미모카라떼(ICED) (625mL당),612,0,10,0
완전초코(HOT) (325mL당),342,0,9,0
완전초코(ICED) (625mL당),389,0,10,0
녹차라떼(HOT) (325mL당),351,0,10,0
녹차라떼(ICED) (550mL당),327,0,9,0
민트초코라떼(HOT) (325mL당),413,0,11,0
민트초코라떼(ICED) (700mL당),498,0,13,0
토피넛라떼(HOT) (350mL당),411,0,8,0
토피넛라떼(ICED) (650mL당),469,0,8,0
밀크티(HOT) (375mL당),313,0,9,0
밀크티(ICED) (625mL당),353,0,9,0
블랙펄라떼 (400mL당),282,0,5,0
블랙펄밀크티 (375mL당),365,0,3,0
깔라만시티 (300mL당),244,0,0,0
레몬티 (400mL당),272,0,0,0
레모네이드 (625mL당),246,0,0,0
자몽티 (400mL당),281,0,1,0
청포도플라워 (550mL당),220,0,0,0
청포도에이드 (600mL당),234,0,0,0
깔라만시에이드 (600mL당),215,0,1,0
자몽에이드 (625mL당),258,0,1,0
완전파인애플 (625mL당),192,0,1,0
완전망고 (625mL당),241,0,2,0
플레인요거트스무디 (600mL당),494,0,7,0
딸기요거트스무디 (625mL당),448,0,8,0
노말한소프트 (225mL당),333,0,4,0
사라다빵 (187g당),386,0,9,0
소제지빵 (192g당),500,0,19,0
계란사라다빵 (187g당),493,0,14,0
완전딸기바나나(BASIC) (625mL당),502,0,7,0
완전딸기바나나(SOFT) (765mL당),709,0,9,0
완전초코바나나(BASIC) (625mL당),577,0,10,0
완전초코바나나(SOFT) (765mL당),784,0,12,0
피스타치오빽스치노(BASIC) (625mL당),535,0,8,0
피스타치오빽스치노(SOFT) (765mL당),742,0,10,0
녹차빽스치노(BASIC) (625mL당),487,0,9,0
녹차빽스치노(SOFT) (765mL당),694,0,12,0
원조빽스치노(BASIC) (625mL당),593,0,9,0
원조빽스치노(SOFT) (765mL당),800,0,12,0
민트초코 빽스치노(BASIC) (625mL당),602,0,12,0
민트초코 빽스치노(SOFT) (965mL당),809,0,15,0
레몬 유자 캐모마일 티 (355mL당),323,78,0,0
겐마이차 그린 (355mL당),5,1,0,0
작설 (355mL당),5,1,0,0
프래그런트 나이트 쟈스민 (355mL당),5,1,0,0
모로칸민트 (355mL당),5,1,0,0
잉글리쉬브렉퍼스트 (355mL당),5,1,0,0
살구실론 (355mL당),5,1,0,0
파미그래네이트 블루베리 (355mL당),5,1,0,0
얼그레이 (355mL당),5,1,0,0
진셍 페퍼민트 (355mL당),5,1,0,0
레몬 캐모마일 (355mL당),5,1,0,0
아프리칸 선라이즈 (355mL당),5,1,0,0
스웨디쉬 베리즈 (355mL당),5,1,0,0
차이라떼 (355mL당),200,34,0,0
잉글리쉬 브렉퍼스트 라떼 (355mL당),200,34,0,0
모로칸 민트 라떼 (355mL당),190,35,0,0
그린 티 라떼 (355mL당),290,46,0,0
아이스 캐러멜 마키아토 (355mL당),180,30,0,0
아이스 바닐라라떼 (355mL당),180,30,0,0
아이스 모카라떼 (355mL당),170,31,0,0
아이스 카페라떼 (355mL당),100,9,0,0
아이스 커피 (355mL당),5,1,0,0
헤이즐넛 아이스커피 (355mL당),206,24,0,0
카페수아 (355mL당),255,36,0,0
아이스 더블카페 라떼 (355mL당),105,9,0,0
아이스 에스프레소 (355mL당),5,0,0,0
콜드브루 라떼 (355mL당),100,31,0,0
콜드브루 (355mL당),5,1,0,0
더블카페 라떼 (355mL당),220,18,0,0
헤이즐넛 아메리카노 (355mL당),211,24,0,0
캐러멜 마키아토 (355mL당),280,46,0,0
바닐라 라떼 (355mL당),280,45,0,0
모카 라떼 (355mL당),270,46,0,0
카페 라떼 (355mL당),210,18,0,0
카푸치노 (355mL당),130,11,0,0
아메리카노 (355mL당),0,0,0,0
커피빈커피 (355mL당),150,2,0,0
헤이즐넛 라떼 (355mL당),320,47,0,0
플랫화이트 (355mL당),130,2,0,0
캐러멜 아이스 블렌디드 (355mL당),370,6,0,0
헤이즐넛 아이스 블렌디드 (355mL당),350,51,0,0
모카 아이스 블렌디드 (355mL당),270,51,0,0
바닐라 아이스 블렌디드 (355mL당),280,45,0,0
화이트 포레스트 아이스 블렌디드 (355mL당),370,67,0,0
블랙 포레스트 아이스 블렌디드 (355mL당),370,67,0,0
망고 바나나 아이스 블렌디드 (355mL당),408,52,0,0
유자 캐모마일 아이스 블렌디드 (355mL당),323,78,0,0
후레쉬 망고 아이스 블렌디드 (355mL당),214,53,0,0
베리베리 아이스 블렌디드 (355mL당),226,61,0,0
그린티 아이스 블렌디드 (355mL당),310,45,0,0
퓨어 바닐라 아이스 블렌디드 (355mL당),310,53,0,0
퓨어 더블 초코렛 아이스 블렌디드 (355mL당),300,55,0,0
커피빈 드립커피 (355mL당),5,0,0,0
콜드 브루 (355mL당),5,1,0,0
콜드 브루 라떼 (355mL당),100,31,0,0
구아바주스 (355mL당),95,23,0,0
파인클렌즈 (355mL당),88,21,0,0
감귤당근주스 (355mL당),81,19,0,0
수박주스 (355mL당),95,23,0,0
토마토주스 (355mL당),65,15,0,0
레드밸런스 (355mL당),90,23,0,0
프룻밸런스 (355mL당),80,20,0,0
그린밸런스 (355mL당),85,22,0,0
슈퍼밸런스 (355mL당),100,25,0,0
스트로베리 주스 (355mL당),100,25,0,0
스파클링 스웨디쉬 레몬 (355mL당),230,77,0,0
스파클링 망고 (355mL당),207,52,0,0
아이스 더블 초코렛 (355mL당),210,33,0,0
핫 더블 초코렛  (355mL당),280,48,0,0
핫 바닐라  (355mL당),290,47,0,0
생크림 크루아상 (95g당),399,34,5,27
블루베리 초코칩 스콘 (110g당),485,67,7,21
초코 후르츠 머핀 (138g당),557,20,0,0
오렌지 머핀 (138g당),557,61,9,33
크로크무슈 (1400g당),388,45,18,15
크림 치즈 머핀 (128g당),525,68,9,29
플레인 베이글 (120g당),315,63,12,1
치즈 베이글 (120g당),389,47,12,17
쌀 블루베리 베이글 (120g당),321,63,13,2
햄 치즈 포카치아 (100g당),191,21,11,7
햄 치즈 잉글리쉬 머핀 (100g당),186,22,11,6
떠먹는 레드벨벳 (110g당),390,34,5,26
떠먹는 티라미수 (120g당),341,23,6,25
헤이즐넛초코케익 (205g당),907,69,16,63
다크초코롤 (160g당),541,59,11,29
시카고 치즈 케익 (110g당),409,28,9,29
초콜릿 무스 케익 (120g당),448,34,6,32
까망베르 치즈 타르트 (85g당),258,27,6,14
티라미수 큐브 (160g당),467,39,6,31
쁘띠 까망베르 치즈 케익 (300g당),948,86,16,60
생크림 카스테라 (210g당),700,66,10,44
밀크레이프 (100g당),287,25,7,17
티라미수 크레이프 (100g당),304,24,7,19
에그 베이컨 브리오쉬 (140g당),400,39,16,20
루꼴라&햄 페스토 샌드위치 (180g당),365,37,16,17
크랜베리 아몬드 치킨 샌드위치 (180g당),365,35,18,17
B.E.L.T 샌드위치 (230g당),440,48,17,20
모짜렐라 치킨 머쉬룸 샌드위치 (180g당),409,44,20,17
매콤 치킨 치즈 샌드위치 (240g당),470,50,25,19
에그 잼 사라다 샌드위치 (170g당),346,43,12,14
에그 햄 치즈 베이글 (210g당),450,65,25,10
얼그레이 초코 마카롱 (42g당),193,23,3,9
바닐라 빈 마카롱 (42g당),195,20,2,11
솔티카라멜 마카롱 (42g당),165,24,2,9
라즈베리 마카롱 (42g당),165,21,2,7
솔티카라멜 다쿠아즈 (45g당),204,18,3,12
초코바나나 다쿠아즈 (55g당),246,21,4,15
황금 보리 초코 건빵 (30g당),280,38,5,12
휘낭시에 (50g당),230,22,0,0
베어베터 쿠키 (55g당),272,36,0,0
라이스 리얼 초코칩 쿠키 (50g당),240,29,0,0
현미 체다치즈롤 (10g당),50,6,0,0
헤이즐넛향 아메리카노 (15mL당),70,11,0,2
커피빈 아메리카노 (230mL당),10,1,0,0
