식품명,에너지(㎉),탄수화물(g),단백질(g),지방(g)
아이스 초코 (410mL당),250,0,6,0
그린티 라떼 (320mL당),300,0,8,0
자몽티 (320mL당),160,0,0,0
복숭아 아이스티 (360mL당),135,0,0,0
캐모마일 티 (310mL당),0,0,0,0
페퍼민트 티 (310mL당),5,0,0,0
잉글리쉬블랙퍼스트 티 (310mL당),0,0,0,0
뚜레쥬르 바닐라 (100g당),221,0,3,0
뚜레쥬르 스트로베리 (100g당),198,0,3,0
뚜레쥬르 그린티 (100g당),225,0,3,0
요거트 웨이퍼샌드 (36g당),166,0,2,0
라즈베리 웨이퍼샌드 (36g당),175,0,2,0
통단팥 국화모니카 (30g당),102,0,2,0
녹차웨이퍼샌드 (9g당),41,0,0,0
양갱세트(뚜레쥬르팥맛영양갱) (40g당),130,0,2,0
양갱세트(뚜레쥬르고구마맛영양갱) (40g당),125,0,1,0
양갱세트(뚜레쥬르밤맛영양갱) (40g당),125,0,1,0
디럭스쿠키(화이트버터쿠키) (68g당),330,0,3,0
디럭스쿠키(커피디아망쿠키) (80g당),405,0,8,0
디럭스쿠키(가나슈쿠키) (70g당),390,0,6,0
디럭스쿠키(로터스쿠키) (78g당),390,0,4,0
디럭스쿠키(초콜릿칩쿠키) (60g당),315,0,3,0
디럭스쿠키(크랜베리쿠키) (72g당),360,0,4,0
오색만주세트(녹차) (66g당),210,0,5,0
오색만주세트(초코) (66g당),215,0,5,0
오색만주세트(애플) (66g당),215,0,5,0
오색만주세트(팥) (66g당),210,0,5,0
오색만주세트(유자) (66g당),215,0,5,0
가나슈쿠키 (140g당),776,0,12,0
랑그드샤쿠키세트 (100g당),547,0,7,0
우리밀전병세트(우리밀로만든검은깨전병) (27g당),115,0,2,0
우리밀전병세트(우리밀로만든땅콩전병) (27g당),119,0,2,0
우리밀전병세트(우리밀로만든김맛전병) (27g당),113,0,2,0
쿠키컬렉션 (100g당),491,0,7,0
쿠키블라썸 (100g당),486,0,7,0
모나카 선물세트(백색밤) (30g당),105,0,1,0
모나카 선물세트(분홍팥) (30g당),100,0,2,0
모나카 선물세트(갈색흑임자) (30g당),105,0,2,0
뚜레쥬르 도라야끼(팥도라야끼) (60g당),199,0,3,0
뚜레쥬르 도라야끼(호두도라야끼) (60g당),202,0,4,0
뚜레쥬르 도라야끼(밤도라야끼) (60g당),199,0,3,0
웨이퍼롤 바닐라 (125g당),640,0,7,0
웨이퍼롤 초콜릿 (125g당),589,0,7,0
쿠키 앤 크림 카라멜 (80g당),393,0,3,0
아이스 초코 쿠키샌드 (130g당),190,0,3,0
아이스 치즈 쿠키샌드 (130g당),200,0,3,0
타블렛 쇼콜라 (77g당),197,0,2,0
애니멀 쇼콜라 (50g당),78,0,1,0
곰돌이 푸_흑당 생크림 (553g당),1765,0,33,0
띠띠뽀띠띠뽀 꼬마기차 카스테라 (24g당),74,0,2,0
라푼젤 케이크 (940g당),3487,0,3,0
띠띠뽀띠띠뽀 (585g당),1040,0,27,0
띠띠뽀띠띠뽀 우유듬뿍 치즈케이크 (34g당),110,0,2,0
띠띠뽀띠띠뽀 휭거마드레느 (260g당),1215,0,17,0
띠띠뽀띠띠뽀 지니휭거마드레느 (260g당),1215,0,17,0
띠띠뽀띠띠뽀 디젤휭거마드레느 (260g당),1215,0,17,0
띠띠뽀띠띠뽀 휭거마드레느 (156g당),725,0,10,0
띠띠뽀 초코스틱 (28g당),159,0,2,0
지니 초코스틱 (27g당),151,0,2,0
디젤 초코스틱 (29g당),163,0,2,0
헬로우 미키미니 (435g당),1549,0,4,0
아메리카노 HOT (680g당),18,0,0,0
꿀아메리카노HOT (680g당),102,0,0,0
카페라떼HOT (567g당),180,0,9,0
카라멜마끼아또HOT (567g당),250,0,9,0
바닐라라떼HOT (567g당),238,0,9,0
카페모카HOT (567g당),293,0,10,0
민트카페모카HOT (567g당),370,0,10,0
카푸치노HOT (567g당),148,0,7,0
티라미수라떼HOT (567g당),469,0,10,0
연유라떼HOT (567g당),362,0,12,0
헤이즐넛아메리카노HOT (680g당),72,0,0,0
바닐라아메리카노HOT (680g당),75,0,0,0
아메리카노ICE (680g당),18,0,0,0
카페라떼ICE (567g당),167,0,8,0
카라멜마끼아또ICE (567g당),228,0,6,0
바닐라라떼ICE (567g당),224,0,6,0
카페모카ICE (567g당),212,0,6,0
민트카페모카ICE (567g당),283,0,5,0
큐브라떼ICE (567g당),292,0,10,0
카푸치노ICE (567g당),135,0,6,0
티라미수라떼ICE (567g당),463,0,7,0
꿀아메리카노ICE (680g당),102,0,0,0
헤이즐넛아메리카노ICE (680g당),90,0,0,0
바닐라아메리카노ICE (680g당),94,0,0,0
콜드브루 커피ICE (680g당),9,0,0,0
콜드브루 커피HOT (680g당),9,0,0,0
콜드브루 라떼 ICE (680g당),121,0,6,0
콜드브루 라떼HOT (680g당),121,0,6,0
콜드브루 스톰 ICE (454g당),213,0,7,0
콜드브루 스톰HOT (454g당),213,0,7,0
녹차라떼HOT (567g당),242,0,7,0
고구마라떼HOT (567g당),354,0,7,0
로얄밀크티HOT (567g당),204,0,8,0
민트크림초코HOT (567g당),379,0,9,0
메가초코HOT (567g당),333,0,8,0
곡물라떼HOT (567g당),427,0,15,0
토피넛라떼 (567g당),379,0,10,0
녹차라떼ICE (567g당),242,0,7,0
고구마라떼ICE (567g당),344,0,7,0
아이스밀크티ICE (567g당),145,0,5,0
민트크림초코ICE (567g당),242,0,7,0
메가초코ICE (567g당),333,0,8,0
스트로베리큐브라떼 (567g당),379,0,9,0
아이스 토피넛라떼 (567g당),379,0,10,0
유자차 (680g당),313,0,0,0
레몬티 (680g당),312,0,0,0
자몽티 (680g당),295,0,0,0
캐모마일 (680g당),0,0,0,0
페퍼민트 (680g당),0,0,0,0
얼그레이 (680g당),0,0,0,0
허니자몽블랙티 (680g당),233,0,0,0
사과유자차 (680g당),250,0,0,0
아이스티 (680g당),54,0,0,0
허니자몽블랙티 (680g당),234,0,0,0
사과유자티 (680g당),254,0,0,0
오곡바나나 (567g당),487,0,14,0
딸기 (567g당),331,0,1,0
딸기바나나 (567g당),537,0,6,0
초코바나나 (567g당),419,0,10,0
레몬에이드 (680g당),142,0,0,0
블루레몬에이드 (680g당),159,0,0,0
자몽에이드 (680g당),218,0,0,0
체리콕 (680g당),510,0,0,0
메가에이드 레몬+자몽+라임 (680g당),334,0,0,0
자몽모히또 (무알콜)  (680g당),245,0,0,0
청포도모히또(무알콜) (680g당),217,0,0,0
라임모히또(무알콜) (680g당),245,0,0,0
유니콘매직에이드(핑크) (680g당),151,0,0,0
유니콘매직에이드(블루) (680g당),237,0,0,0
청포도 에이드 (680g당),221,0,0,0
핫도그 (110g당),320,0,15,0
초코무스케익 (90g당),251,0,8,0
더블초코칩 쿠키 (38g당),138,0,2,0
쿠키프라페 (570g당),695,0,6,0
민트프라페 (571g당),418,0,5,0
리얼초코프라페 (572g당),391,0,6,0
녹차프라페 (573g당),519,0,3,0
플레인 퐁크러쉬 (574g당),496,0,8,0
딸기 퐁크러쉬 (575g당),496,0,8,0
바나나 퐁크러쉬 (576g당),622,0,9,0
스트로베리치즈홀릭 (577g당),593,0,9,0
유니콘프라페 (578g당),419,0,4,0
복숭아스무디 (579g당),301,0,0,0
자두스무디 (580g당),262,0,0,0
커피프라페 (581g당),258,0,1,0
치즈케익 (90g당),180,0,3,0
딸기요거트스무디ICE (568g당),396,0,7,0
망고요거트스무디ICE (569g당),379,0,6,0
크렌베리아몬드쿠키 (38g당),131,0,2,0
모카초코칩 쿠키 (38g당),138,0,2,0
카라멜크로넛 (70g당),324,0,5,0
플레인요거트스무디ICE (567g당),492,0,8,0
아메리카노 (397g당),10,2,0,0
아이스 아메리카노 (397g당),10,2,0,0
카페라떼 (340g당),143,15,11,9
아이스 카페라떼 (397g당),125,10,0,6
카푸치노 (397g당),160,14,0,8
아이스 카푸치노 (397g당),111,9,0,5
바닐라라떼 (397g당),213,27,0,8
아이스 바닐라라떼 (397g당),171,24,0,6
카라멜라떼 (397g당),213,19,0,8
아이스 카라멜라떼 (397g당),171,16,0,6
카페모카 (397g당),321,49,0,9
아이스 카페모카 (397g당),279,19,0,7
카라멜모카 (397g당),285,42,0,9
아이스 카라멜모카 (397g당),243,39,0,7
카라멜 마끼아또 (397g당),256,37,0,9
아이스 카라멜 마끼아또 (397g당),7,116,0,34
콜드브루 (397g당),8,1,0,0
아이스 콜드브루 (397g당),8,1,0,0
콜드브루라떼 (397g당),154,12,0,9
아이스 콜드브루라떼 (397g당),127,10,0,7
에스프레소 (30g당),10,2,0,0
초코라떼 (340g당),293,40,0,10
아이스 초코라떼 (340g당),265,38,0,9
녹차라떼 (340g당),288,40,0,10
아이스 녹차라떼 (340g당),260,38,0,9
검은콩라떼 (355g당),279,35,0,12
아이스 검은콩라떼 (340g당),251,33,0,10
단호박라떼 (355g당),239,28,0,10
아이스 단호박라떼 (340g당),225,27,0,10
고구마라떼 (340g당),269,38,0,9
아이스 고구마라떼 (340g당),255,37,0,9
밤라떼 (340g당),295,47,0,9
아이스 밤라떼 (340g당),285,46,0,8
민트초코라떼 (340g당),303,103,0,13
아이스 민트초코라떼 (340g당),275,101,0,11
초코바나나라떼 (340g당),244,25,0,12
아이스 초코바나나라떼 (340g당),230,24,0,11
아몬드코코넛라떼 (340g당),252,26,0,13
아이스 아몬드코코넛라떼 (340g당),238,25,0,12
초코베리라떼 (355g당),321,52,0,9
아이스 그린티도피오라떼 (414g당),238,39,0,7
그린티도피오라떼 (16g당),317,51,0,9
오렌지바닐라밀크 (355g당),285,36,0,12
냉 미숫가루 (397g당),400,72,0,9
코코몬프레소 (340g당),326,39,0,15
요거트 스무디 (340g당),339,62,0,7
레몬 요거트 스무디 (340g당),382,74,0,7
딸기 요거트 스무디 (340g당),372,71,0,6
블루베리 요거트 스무디 (340g당),372,72,0,6
복숭아 스무디 (340g당),179,42,0,0
리얼 과일스무디 망고 (414g당),235,43,0,5
리얼 과일스무디 딸기바나나 (414g당),235,43,0,5
민트초코 프라페 (414g당),392,125,0,14
자바칩 프라페 (414g당),392,62,0,16
그린티프라페 (414g당),338,63,0,7
쿠앤크 프라페 (414g당),405,55,0,17
모카 프라페 (414g당),214,38,0,4
카라멜 프라페 (414g당),213,38,0,4
쿨러시 배 (414g당),162,52,0,0
쿨러시 자두 (414g당),185,47,0,0
쿨러시 알로에 (414g당),217,52,0,0
코코프레소 (397g당),287,36,0,13
파인애플망고스무디 (414g당),165,49,0,0
라임민트에이드 (397g당),156,39,0,0
한라봉에이드 (397g당),112,25,0,1
레몬에이드 (340g당),46,11,0,0
과일 에이드 자몽 (340g당),25,5,0,0
과일 에이드 청포도 (340g당),42,10,0,0
과일 에이드 복숭아 (340g당),90,21,0,0
아이스티 레몬 (340g당),60,16,0,0
아이스티 복숭아 (340g당),60,16,0,0
꿀유자차 (340g당),64,16,0,0
꿀자몽차 (340g당),64,16,0,0
꿀레몬차 (340g당),71,17,0,0
꿀생강차 (340g당),79,19,0,0
꿀대추차 (340g당),69,17,0,0
꿀모과배차 (340g당),75,18,0,0
건강주스 대추꿀잠 (340g당),230,57,0,0
건강주스 레몬피부 (340g당),260,60,0,2
건강주스 생강면역 (340g당),247,60,0,1
건강주스 유자활력 (340g당),227,52,0,2
골드키위주스 (397g당),182,25,0,0
딸기주스 (397g당),165,46,0,0
파인애플 주스 (397g당),193,50,0,0
치즈 스틱케이크 (50g당),235,22,2,15
초코 스틱케이크 (50g당),201,20,2,12
레드벨벳 스틱케이크 (30g당),151,14,2,10
캐롯 스틱케이크 (50g당),127,14,1,7
코코넛망고 케이크 (100g당),298,35,4,15
그린파라다이스 케이크 (100g당),270,35,5,13
스윗체리초코 케이크 (90g당),236,33,4,13
딸기마니아 케이크 (90g당),249,36,4,10
초코무스 케이크 (85g당),272,27,3,17
초코티라미수 (85g당),274,20,4,20
수플레치즈 케이크 (85g당),233,21,5,14
블루베리 요거트 케이크 (90g당),235,133,2,11
까망베르크런치 케이크 (70g당),258,28,2,17
돌체티라미수 (130g당),356,30,6,23
뉴욕치즈 케이크 (130g당),334,29,6,23
오레오크림치즈 케이크 (110g당),334,31,4,21
당근파운드 케이크 (95g당),334,41,0,17
다크초코 롤케익 (110g당),266,0,5,15
스윗밀크 롤케익 (95g당),220,23,5,13
블루베리 롤케익 (110g당),254,29,5,13
블루베리 크레이프 케익 (105g당),236,27,3,14
딸기 크레이프 케익 (105g당),234,26,3,14
밀크 크레이프 케익 (100g당),225,24,3,15
초코스콘 (90g당),514,58,11,26
플레인스콘 (90g당),444,57,6,21
잉글리쉬머핀 (283g당),283,29,14,13
수제 크런치초코쿠키 (20g당),104,13,1,5
수제 모카초코칩쿠키 (20g당),81,9,1,4
수제 치즈쿠키 (20g당),100,13,2,4
초콜릿청크 쿠키 (35g당),160,12,0,8
마카다미아넛 쿠키 (35g당),185,19,2,11
록키로드 쿠키 (35g당),158,19,3,10
건포도 스콘 (90g당),392,57,5,16
모카번 (80g당),313,37,5,11
마카롱 (20g당),76,3,0,5
블루베리머핀 (110g당),114,44,8,23
치즈머핀 (110g당),410,46,8,3
오리지널 매콤치즈 핫도그 (120g당),313,33,7,31
오리지널 치즈 핫도그 (120g당),317,34,7,17
블루베리 베이글 (110g당),281,64,10,1
어니언 베이글 (110g당),284,66,10,1
치즈 베이글 (110g당),356,62,11,5
플레인 베이글 (110g당),276,65,11,1
크림치즈 프렛즐 (100g당),250,42,0,6
허니버터볼(소형/대형) (200g당),356,46,0,16
갈릭브레드 (190g당),776,47,16,4
허니버터브레드 (190g당),790,42,16,20
크로크무슈 (140g당),437,39,73,17
햄에그 치아바타 (155g당),412,46,20,13
불고기 치아바타 (135g당),414,57,18,13
치킨먹물 치아바타 (160g당),342,47,0,6
치킨브리또 (145g당),319,41,0,11
소시지브리또 (145g당),376,39,17,17
불고기브리또 (145g당),370,47,12,18
불고기베이크 (180g당),574,67,21,25
소세지 프레즐 (100g당),252,29,0,11
베이글칩(갈릭/허니) (60g당),251,46,0,4
가래떡 (100g당),195,43,3,0
깨송편 (100g당),219,42,4,3
꿀떡 (100g당),228,49,3,1
모듬찰떡 (100g당),218,42,6,2
백설기 (100g당),229,50,3,1
쑥절편 (100g당),192,34,7,2
약식 (100g당),219,45,4,2
인절미 (100g당),242,50,5,2
증편 (100g당),200,44,3,1
찐감자 (200g당),140,30,4,0
찐고구마 (200g당),277,64,3,0
찐옥수수 (200g당),370,68,13,4
참깨경단 (100g당),239,38,6,6
팥시루떡 (100g당),224,48,3,1
팥찹쌀떡 (100g당),294,62,5,2
가자미구이 (200g당),245,1,37,10
간장양념닭다리구이 (300g당),740,10,68,46
갈치구이 (200g당),275,1,43,10
고등어구이 (200g당),551,0,47,39
고등어석쇠구이 (200g당),679,7,46,51
굴비구이 (150g당),291,0,28,19
꽁치구이 (200g당),604,4,49,43
닭고기대파꼬치구이 (170g당),416,17,30,24
닭구이 (340g당),872,26,89,45
닭발구이 (220g당),431,21,39,20
돼지갈비구이 (300g당),881,10,84,55
돼지고기산적 (170g당),339,2,49,14
돼지불고기 (200g당),449,8,29,33
등심스테이크 (200g당),388,0,60,16
런천미트구이 (160g당),484,5,28,39
뱅어포구이 (70g당),262,17,24,10
버섯구이 (80g당),41,3,4,1
삼겹살고추장구이 (200g당),805,25,28,65
삼겹살구이 (200g당),933,0,45,83
삼치구이 (200g당),355,2,42,19
새송이버섯구이 (80g당),66,9,3,1
새우구이 (180g당),260,5,42,7
쇠갈비구이 (300g당),722,4,77,43
쇠곱창구이 (150g당),275,7,22,17
쇠불고기 (200g당),339,8,32,19
안심스테이크 (200g당),366,0,69,9
오리고기구이 (200g당),586,9,48,39
오리불고기 (250g당),361,22,16,22
장어고추장구이 (100g당),258,6,19,17
조기구이 (180g당),318,0,34,19
조미김 (5g당),23,1,1,1
쥐포구이 (70g당),238,37,21,0
참치머리구이 (180g당),346,2,47,16
치킨데리야끼 (340g당),707,51,56,30
키조개구이 (180g당),234,18,31,3
표고버섯구이 (80g당),79,14,3,0
함박스테이크 (200g당),347,14,24,21
햄구이 (170g당),577,2,26,51
갈비탕 (670g당),363,2,57,13
감자된장국 (400g당),98,14,4,2
감잣국 (400g당),82,14,3,1
곰탕 (600g당),145,0,20,6
굴무국 (500g당),123,14,12,1
근대된장국 (400g당),38,2,3,1
김치콩나물국 (400g당),48,4,3,1
김칫국 (400g당),90,10,5,3
꼬리곰탕 (500g당),135,4,22,3
냉이된장국 (400g당),86,8,6,2
달걀국 (400g당),52,2,3,2
닭개장 (700g당),142,9,19,2
닭곰탕 (650g당),330,13,48,9
대합미역국 (400g당),44,2,4,1
도가니탕 (500g당),198,4,41,1
동태국 (400g당),66,5,9,0
메밀묵국 (400g당),87,14,3,1
무시래기된장국 (400g당),61,8,5,0
미역국 (400g당),46,3,2,2
미역냉국 (350g당),128,26,0,2
미역된장국 (400g당),96,9,6,3
미역오이냉국 (350g당),21,2,1,0
배추된장국 (400g당),79,10,5,1
북엇국 (400g당),111,3,15,3
뼈해장국 (800g당),206,8,25,7
사골국 (400g당),220,11,22,9
삼계탕 (900g당),911,34,96,43
새우미역국 (400g당),63,7,4,1
새우탕 (500g당),163,10,25,2
선짓국(선지해장국) (600g당),173,7,23,5
설렁탕 (500g당),118,1,21,2
쇠고기무국 (400g당),61,4,5,2
쇠고기미역국 (400g당),52,3,7,1
쇠고기배춧국 (400g당),62,4,7,1
순댓국 (600g당),509,89,14,10
순두부달걀탕 (350g당),102,3,6,7
시금치된장국 (400g당),37,3,4,0
쑥된장국 (400g당),60,6,4,1
아욱된장국 (400g당),81,6,9,2
애호박된장국 (400g당),122,5,13,5
어묵국 (350g당),106,13,5,3
얼갈이배춧국 (400g당),36,3,2,1
오이냉국 (350g당),38,2,1,2
오징어국 (500g당),91,3,11,3
우거지곰탕 (350g당),88,9,8,2
우거지된장국 (400g당),78,3,11,2
육개장 (440g당),130,6,16,4
일본된장국 (200g당),20,0,1,1
재첩국 (350g당),81,15,2,1
조갯국 (400g당),62,0,6,3
콩나물국 (400g당),24,2,2,0
콩나물된장국 (400g당),123,10,10,4
토란국 (400g당),62,10,4,0
해물된장국 (400g당),111,10,8,3
호박잎된장국 (350g당),23,1,1,1
홍합무국 (350g당),87,3,2,7
갓김치 (40g당),16,1,1,0
고들빼기김치 (50g당),35,5,1,0
깍두기 (50g당),16,2,0,0
깻잎김치 (50g당),31,4,1,0
나박김치 (100g당),9,1,0,0
돌나물물김치 (400g당),19,3,1,0
동치미 (200g당),27,4,0,0
배추김치 (40g당),10,1,0,0
백김치 (90g당),16,2,0,0
보쌈김치 (90g당),27,3,1,0
부추김치 (50g당),23,3,1,0
얼갈이배추김치 (80g당),50,8,1,1
열무김치 (40g당),10,0,0,0
오이김치 (70g당),26,3,1,0
오이소박이 (100g당),32,4,1,0
총각김치 (70g당),22,3,0,0
파김치 (30g당),13,1,0,0
가죽나물무침 (80g당),60,8,4,1
가지나물무침 (50g당),17,2,0,0
건취나물무침 (50g당),44,3,1,2
고구마줄기나물무침 (50g당),41,2,0,3
고사리나물무침 (50g당),44,3,1,2
고춧잎나물무침 (90g당),79,6,3,4
깻잎나물무침 (50g당),38,2,1,2
냉이나물무침 (60g당),66,9,3,1
도라지나물무침 (50g당),65,6,1,3
머위대나물무침 (50g당),28,2,1,1
무나물무침 (50g당),10,1,0,0
방풍나물무침 (80g당),60,8,3,1
배추나물무침 (80g당),49,6,1,1
비름나물무침 (80g당),58,4,2,3
숙주나물무침 (50g당),17,1,1,0
시금치나물무침 (50g당),34,1,1,2
시래기나물무침 (50g당),56,3,2,3
씀바귀나물무침 (90g당),87,14,3,1
애호박볶음 (50g당),29,2,0,1
열무나물무침 (90g당),74,4,3,4
열무된장나물무침 (90g당),61,3,3,3
오이나물무침 (80g당),66,0,1,6
유채나물무침 (90g당),86,7,5,4
참나물무침 (90g당),53,3,2,3
취나물된장무침 (90g당),39,3,2,1
콩나물고춧가루무침 (90g당),83,5,3,5
콩나물무침 (50g당),34,1,1,2
토란대나물무침 (90g당),61,3,4,3
톳나물무침 (90g당),67,11,1,1
간짜장 (500g당),625,75,25,24
고기만두 (220g당),350,38,27,9
군만두 (220g당),514,56,15,25
김치만두 (220g당),334,37,22,10
달걀라면 (550g당),596,95,14,17
떡국 (700g당),588,114,24,3
떡라면 (550g당),525,84,11,16
떡만두국 (600g당),666,92,21,23
라면 (550g당),450,75,9,12
막국수 (600g당),799,143,34,9
만두 (220g당),397,39,19,17
메밀국수 (350g당),221,42,10,1
물냉면 (700g당),383,72,13,4
물만두 (230g당),448,35,18,25
미트볼 토마토 스파게티 (500g당),898,88,36,44
바지락칼국수 (700g당),576,111,24,3
볶음우동 (300g당),385,74,8,6
비빔국수 (500g당),512,102,15,4
비빔냉면 (500g당),499,66,28,13
사골만두국 (700g당),606,62,26,27
수제비 (650g당),378,72,14,3
우동(일식) (800g당),1264,243,14,25
월남쌈 (250g당),293,30,14,12
잔치국수 (700g당),310,56,13,3
쟁반국수 (450g당),535,57,30,20
짜장면 (600g당),529,86,16,13
짬뽕 (800g당),464,66,22,12
쫄면 (550g당),706,127,17,13
칼국수 (700g당),540,104,23,3
콩국수 (800g당),651,71,31,26
회냉면 (500g당),741,111,29,20
검정콩밥 (200g당),330,68,9,2
계란볶음밥 (260g당),584,62,17,29
고추김밥 (290g당),490,79,14,12
기장밥 (200g당),331,73,6,1
김밥 (230g당),322,45,11,10
김치김밥 (270g당),351,51,11,10
김치볶음밥 (330g당),550,51,17,30
